Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Post-demographic dividend,2.13127E+11,1.39816E+11,1.3812E+11,1.63431E+11,1.85507E+11,2.59676E+11,2.82902E+11,3.52547E+11,6.02717E+11,9.88349E+11,1.3296E+12,6.88537E+11,5.40881E+11,5.04165E+11,7.27929E+11,1.15838E+12,1.613E+12,2.32808E+12,1.62766E+12,7.25759E+11,1.04656E+12,1.37987E+12,1.07511E+12,1.11855E+12,9.55153E+11,1.53932E+12,1.8767E+12,1.44447E+12,2.26971E+11
French Polynesia,22160000,33820000,30000,-3240000,1550000,2080000,3549999.9,14369999.9,10730000,4429999.9,9874719,23688754.51,10930935.86,58213238.5,6420023.009,7818937.09,30649550.54,58249411.64,13884094.47,21843717.56,64303751.42,133839517.3,147199569.6,99207173.35,61928773.31,26007149.16,61544514.32,79265983.72,63418520.97
Qatar,4879999.9,42539999.9,39579999.9,72049999.9,131849999.9,93560000,338870000,418329999.9,347300000,113250000,251599999.9,295519999.9,623919999.9,624919999.9,1198970000,2500000000,3500000000,4700000000,3778626374,8124736264,4670329670,938516483.5,395879120.9,-840384615.4,1040384615,1070879121,773901098.9,985989011,-2186263736
Romania,10000,40000000,77000000,94000000,341000000,419000000,263000000,1215000000,2031000000,1041000000,1037000000,1157000000,1144000000,1844000000,6443000000,6498650463,11006614842,10103086514,13667824245,4637684880,3213737652,2370097223,3047569714,3854819398,3869197075,4317731472,6252035766,5952909608,7343560129
Russian Federation,,,1161000000,1210782000,689570000,2065720000,2579330000,4864650000,2761360000,3256530000,2678030000,2847300000,3473830000,7928630000,15402990000,15508050000,37594770000,55873680000,74782910000,36583100000,43167780000,55083630000,50587560000,69218890000,22031340000,6852970000,32538900000,28557440000,8784850000
Rwanda,7660000,4580000,5500000,5839999.9,1000,2000000,2220000,2589999.9,7099999.9,1740000,8099999.9,18500000,1500000,4700000,7700000,7960000,30643966.4,82283165.8,102289999.9,118670000,216192556.8,112127535.8,269615550.4,233763793.6,313997162.8,162083821,279747327.6,274025990.7,366192315.5
South Asia,541686874.4,390731743.5,746299992.6,1114335940,1580619702,2931339015,3512002809,4895320824,3547667680,3080367825,4367540968,5798481655,6354963508,4820712731,7477232653,10888782988,25539643966,32472490181,51156328359,39495301323,31698961379,40646167618,27781340462,33525285629,40326751703,49718769794,50932456613,46334263754,48656125367
Saudi Arabia,1861333333,160000000,-78933333.33,1367200000,349333333.3,-1874666667,-1127466667,3039466667,4283466667,-778933333.3,-1881066667,19640000,-614133333.3,-586506666.7,-334320000,12097333333,18293173333,24318560000,39455863929,36457666667,29232706667,16308280000,12182373333,8864693333,8011786667,8141026667,7452533333,1418843614,4247107441
Sudan,-31129999.9,-620000,90000,-160000,99180000,12000000,400000,97900000,370700000,370800000,392200000,574000000,713180000,1349190000,1511070000,1561689997,1841833814,1504379838,1653120315,1726298403,2063730998,1734376994,2311460740,1687884179,1251280889,1728373403,1063767535,1065298481,1135787164
Senegal,56893144.78,-7550329.09,21383359.76,-812254.2195,66876235.54,31673945.42,13955558.76,178810136.3,71105812.05,161686935.9,81643690.12,45083429.81,82692671.57,86499780.37,137583476.9,167944230.5,289840300.3,351458732.4,455739868,331473910.3,272092888.5,338661995.6,276159533,311366768.8,403098056.4,409166125.8,472409799.8,588292998,847841574.8
Singapore,5574738855,4887094440,2204342221,4686312017,8550165227,11942852103,11432363956,15701783679,5958646074,18852989359,15515295182,17006818857,6157194144,17051420153,24390254966,19316058814,39129332047,47337947783,13598298537,23436064060,55322434162,49155657316,55310807548,64389514904,68698472831,69774553125,67912016903,1.00786E+11,83110792594
Solomon Islands,10439803.07,14513306.93,14173013.22,23370838.21,2096398.903,2025896.239,5944439.122,33871933.24,8804628.106,9900495.542,2004350.292,-8617173.107,145800.7449,-1009361.681,-3005254.994,548149.3494,44307544.56,85983505.99,75177085.38,48583116.34,165920898.3,120052792.5,23881499.3,53434351.38,21022029.97,32222728.56,37343622.77,42883975.63,24992541.52
Sierra Leone,32434698.87,7504465.13,-5599050.407,-7462923.506,-2874187.61,7287055.908,663927.9052,1800032.094,104884.9527,533201.7881,39000824.52,9835742.022,10413409.46,8615049.668,61153314.19,90731669.74,58869143.91,95470171.32,53095068.07,110430202.5,238404209.3,950477791.4,722447405.1,429664580.1,375089628.5,252435829.4,138509469.3,413724476.1,250446053.5
El Salvador,1898272.086,25180498.96,15309478.72,16432044.02,,38037218.6,,59043540.33,1102684180,215800000,173400000,278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.7,122500004.3,430126687.5,245179098.3,506295970.3,494541718.1,479469380.7,503801415.2,412743968.4
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,5589999.9,-150000,-60000,2000000,1000000,1000000,1300000,1100000,40000,-810000,270000,40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000,107330000,258000000,261000000,303000000,330000000,369000000,408000000
Serbia,,,,,,,,,,,,,,,,,,4423192680,4055798182,2929226710,1693250319,4930532020,1275339756,2059297317,1999539187,2343139736,2355214637,2894615965,4071895068
Sub-Saharan Africa (excluding high income),1141740981,2060038431,1857942349,2578610354,3547058610,3562502639,3241088267,7326061569,5966341506,8590659027,6850869031,15364547989,10824041528,13758234639,12595114636,19530901511,16294889296,28974875070,38611916586,36468391892,32647561593,41895475659,44935833496,40633886166,44167051446,44309672569,30737962103,27492062939,29643723139
South Sudan,,,,,,,,,,,,,,,,,,,,,,,161000000,-793000000,1035825.73,150000,-7850000,1420000,60140000
Sub-Saharan Africa,1161980880,2079621355,1866956380,2597446477,3577795231,3608386962,3269901241,7379460247,6019551274,8645875761,6875196028,15429288246,10871759276,13816660180,12633129488,19611631250,16435444990,29150798716,38791742031,36636643554,32807356968,42038716324,45549042272,40691175231,44275406889,44415566166,30778816292,27616528474,29951387793
Small states,975965096.8,1602539112,2246352285,641702349.4,1866375135,3131223805,5107067127,4569676776,5051839691,5411790082,6285066786,6070540709,5471988677,8349907615,17102184477,38580630567,46218605322,64436619053,47243084162,86121034726,57273843431,61844956142,85374364422,36664251917,65556436057,41061444187,18845875126,21679339381,10501099770
Sao Tome and Principe,0,,,-480000,,30000,320000,400000,4200000,3000000,3800000,3000000,3600000,3400000,3501000,15664000,38015839.46,36028527.82,79143388.76,15500000,50600000,32152348.55,22471527.03,12162344.82,26489982.13,27924059.14,23331087.12,34208489.03,23698321.49
Suriname,-76799999.9,18500000,-54299999.9,-46600000,-30199999.9,-20600000,19100000,-9199999.9,9099999.9,-61500000,-97200000,-26800000,-73599999.9,-76099999.9,-37299999.9,28000000,-163400000,-246700000,-231400000,-93400000,-255700000,145288761.2,169442185.1,186765030.6,-59673138.08,183665852.7,231666845.7,96075554.74,130960766.3
Slovak Republic,,,,198834261.9,269877766.2,236132979.2,350826240,176706776.8,646612354.4,338895206.3,2183119136,1532584052,4212437461,969200518.9,4063498785,3923508331,5701436727,5058234422,4640891412,1521083444,2115832960,5431592592,1776566141,1003901609,-362908482.7,1520387926,4742874364,4225581974,2250850832
Slovenia,,,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,501200000,1849800000,535600000,763100000,970800000,692021551.7,1884506373,1080741792,-346971372.9,319143932.6,875946337.7,33537889.49,104022716.6,1019380613,1730147099,1446274235,1196228605,1538137615
Sweden,1982424728,6350883200,-5418689.918,3704921362,6268780978,14939375567,5491883748,10271066269,23334866535,62910430888,22817836821,18217810086,18381645408,6007683416,16854649894,20782686616,22052656379,46143507533,41436553996,8960871621,625102142.5,6979353755,4273531542,1316837632,-8624292984,10254328595,15642287790,28405674155,-952353416.6
Eswatini,30108364.99,82134779.99,87306719.2,71920619.79,63262111.48,51756162.32,21715844.98,-15313929.48,152720441.7,98270489.56,90658006.19,29330084.35,92945313.17,-60190680.48,69582011.84,-45850344.68,121031132.7,37493846.24,105729374.7,65705859.52,135660413.7,98708321.72,26480002.33,81790158.4,25782635.17,31498094.37,26852077.65,-57647593.39,31130826.66
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,-48480446.93,13508379.89,47357541.9,47709497.21,27770949.72,41553072.63,64248297.04,-47915083.47
Seychelles,20239899.2,19582923.96,9014031.003,18836123.16,30736620.72,45884323.21,28812973.89,53398677.96,53209768.43,55216733.48,24326996.84,64740256.51,47717748.07,58425540.73,38014852.1,80729739.09,140555693.5,175923646.5,179825444.2,168251661.9,159795375,143240665.1,613208776.3,57289065.62,108355443.1,105893597.2,40854189.7,124465535.7,307664653.8
Syrian Arab Republic,40000000,54000000,57000000,109000000,251000000,100000000,89000000,80000000,82000000,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1241959115,1465623386,2569548272,1469196863,804162635.3,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,-69533000,-69888000,16590000,22068000,42227000
Chad,9400000,4239527.508,1960770.974,15160901.58,27074698.97,32611570.1,39466173.5,44293940.5,21696680.41,24524970.81,115172421.5,459866391.8,924119210.1,712663454.9,466793492.1,-99342519.36,-278413999.9,-321654999.9,466130999.9,374899999.9,313000000,281899999.9,579793037.4,520200751.3,-675545915.4,559642022.5,244682121,363381636.4,460890507.6
East Asia & Pacific (IDA & IBRD countries),10389726609,13160916720,21338095435,38802115566,45467084630,50702277672,58558294983,63348869787,59496975477,53026891035,48076240453,52320355717,63360293929,68416161819,83222215168,1.2928E+11,1.52781E+11,1.93536E+11,2.11616E+11,1.55966E+11,2.98439E+11,3.37108E+11,3.04498E+11,3.61655E+11,3.2957E+11,3.06158E+11,2.20205E+11,2.40059E+11,3.11286E+11
Europe & Central Asia (IDA & IBRD countries),808010000,1196900000,3178900010,5589788480,4915356874,9289933140,11461553183,17119702805,17954478221,18647203016,19359523101,20753050592,18483607546,30471387095,58560963644,66936837127,1.24829E+11,1.7456E+11,1.86674E+11,1.08663E+11,1.08303E+11,1.41062E+11,1.16497E+11,1.20712E+11,90091995805,72727622757,1.11541E+11,84256244027,69740352876
Togo,18239596.96,6479812.947,-13109576.4,-18575900.85,-3265462.296,-7813307.22,2253923.414,12260365.78,11116162.85,15089199.25,52818330.99,72617650.89,57806307.37,45773612.37,79967681.86,96003598.21,91396741.9,62406802.63,50892371.95,46304496.13,125064101.8,728710878.4,121511565.6,183599249,54020342.35,257860036.5,-46308331.62,88558699.5,-180972714.8
Thailand,2443549743,2013985971,2113021867,1804040985,1366440825,2067936429,2335837475,3894755071,7314804931,6102677671,3365987583,5067170388,3341612007,5232270340,5860255943,8215637195,8917470351,8633903441,8561557725,6411458545,14746672920,2473685996,12899036063,15935960665,4975455660,8927579182,3486184390,8285169820,13186328518
Tajikistan,,,9000000,9000000,12000000,10000000,18000000,18000000,29940400,6702899.9,23543299.9,9495400,36066400,31649700,272025100,54479300,338627400,359967400,486614340,149060550,93940670,145883670,241736370,283140730,326593810,454012320,241616267.2,185827080.7,220862232.3
Turkmenistan,,,10,79000000,103000000,233000000,108060000,107860000,62299999.9,125000000,131000000,170000000,276000000,226000000,353699999.9,418199999.9,730899999.9,856000000,1277000000,4553000000,3632300000,3391067000,3129614737,2861420712,3830131000,3042968000,2243160000,2085944135,1997297379
Latin America & the Caribbean (IDA & IBRD countries),8299627444,12999679453,14783890466,13827389512,28695965495,30529503183,45534436358,66553544833,72132011072,89659783223,79627171983,72663445140,55720621735,45229975780,68412116263,78560324625,78362725890,1.29697E+11,1.48507E+11,92933857901,1.70104E+11,2.09057E+11,2.12824E+11,2.03028E+11,1.89773E+11,1.7767E+11,1.67924E+11,1.60938E+11,1.74413E+11
Timor-Leste,,,,,,,,,,,,,,4519000,,908000,8478084.462,8695061.688,39697970.75,47954750.66,30332806.77,49058168.54,40382443.85,55857105.62,33905491.52,42995500,5478700,6715937.467,47925664.57
Middle East & North Africa (IDA & IBRD countries),720285127.3,1158270170,2381389629,2800145545,2461917880,1071081276,1541694282,4663964698,3856224616,3426383250,5058760397,7163609492,8453500196,11240151705,10610536325,18185550613,30455832480,33637310502,35554856313,28919130630,25752879980,16389710371,22936585125,16480382118,7554492928,8974601890,13357538133,16563797615,15129481287
Tonga,99521.42423,200289.4425,1244111.864,351311.272,2489172.175,1028451.304,284990.625,-10526.149,45708.551,958145.992,9212396.872,7628663.006,4692076.768,182273.3306,5533664.04,6005489.532,10987468.97,17583867.2,21517757.35,247006.485,4661006.003,7641551.958,-841513.9783,6269513.29,13241447.49,6349155.28,5724624.577,-5613753.358,19911276.38
South Asia (IDA & IBRD),541686874.4,390731743.5,746299992.6,1114335940,1580619702,2931339015,3512002809,4895320824,3547667680,3080367825,4367540968,5798481655,6354963508,4820712731,7477232653,10888782988,25539643966,32472490181,51156328359,39495301323,31698961379,40646167618,27781340462,33525285629,40326751703,49718769794,50932456613,46334263754,48656125367
Sub-Saharan Africa (IDA & IBRD countries),1161980880,2079621355,1866956380,2597446477,3577795231,3608386962,3269901241,7379460247,6019551274,8645875761,6875196028,15429288246,10871759276,13816660180,12633129488,19611631250,16435444990,29150798716,38791742031,36636643554,32807356968,42038716324,45549042272,40691175231,44275406889,44415566166,30778816292,27616528474,29951387793
Trinidad and Tobago,109411764.7,169341176.5,177882352.9,379211987.1,516174947.2,298934269.1,355399933.9,999347641.8,729767481.2,643300000,679500036,834900044.6,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,41047454.46,-1904347649,-1129966026,661413505.4,176829744.9,-23598182.38,-470882577.7,-700185701.2
Tunisia,77419354.84,125456831.4,525760373.9,561897566.6,432008501.8,275971451.2,238337799.3,342704714.8,650727787.7,347320280.7,750720443.6,451514809.2,790302916.6,539481939,592147521.7,712714847.3,3239909093,1515345044,2600674976,1525244858,1334497695,432666011.6,1554269129,1058622582,1024754444,970521888.7,622569482.2,810936482.8,988942901
Turkey,715000000,810000000,844000000,678000000,608000000,885000000,722000000,805000000,940000000,783000000,982000000,3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19851000000,8585000000,9099000000,16182000000,13744000000,13563000000,13337000000,19263000000,13835000000,11042000000,12822000000
Tuvalu,,,,,,,,,,,,-9309.819144,-9779.619002,-10973.37346,-11696.83453,-11417.1947,-10582.65237,-11053.95062,1687799.956,1751074.672,455233.534,-119087.6702,1325042.531,337000,300000,300000,300000,300000,298862
Tanzania,10000,10000,12169639.33,20457763.54,50000895.26,119936653.8,150066382,157885063.9,172306244.9,516700641.7,463400858.8,549270351.5,395567134,318401298.7,442539548.4,935520591.7,403038991.4,581511807,1383260000,952630000,1813200000,1229361018,1799646137,2087261310,1416088065,1506024896,864040000,937700000,971576866
Uganda,-5910000,1000000,3000000,54600000,88200000,121200000,121000000,175000000,210000000,140200000,160700000,151496150.7,184648059.2,202192593.6,295416479.8,379808340.7,644262499.9,792305780.9,728860900.7,841570802.7,543872727.3,894293858,1205388488,1096000000,1058564540,737652140.2,625704361.9,802704141,1055353353
Ukraine,,,200000000,200000000,159000000,267000000,521000000,623000000,743000000,496000000,595000000,792000000,693000000,1424000000,1715000000,7808000000,5604000000,10193000000,10700000000,4769000000,6451000000,7207000000,8175000000,4509000000,847000000,-198000000,4128000000,3680000000,4975000000
Upper middle income,16157447212,21510641165,34007003594,49227274107,66845089657,74107463653,91734661016,1.24027E+11,1.2632E+11,1.3787E+11,1.28982E+11,1.37892E+11,1.258E+11,1.32006E+11,1.82431E+11,2.424E+11,3.12215E+11,4.35363E+11,4.86923E+11,3.2087E+11,5.14112E+11,5.96964E+11,5.47399E+11,6.19189E+11,5.08679E+11,4.63616E+11,4.32194E+11,4.04135E+11,4.70991E+11
Uruguay,41539999.9,32340000,11300000,101500000,154500000,156600000,136800000,113200000,164100000,235300000,262825000,310402928.2,179852187.8,402717369.3,352712784.3,826626704.3,1508350269,1358736506,2141969341,1602591813,2191067967,2690094197,6394069822,986930050.6,4085227627,2673041339,-515650304.8,2686509353,1825189013
United States,71230000000,34550000000,30310000000,50230000000,55940000000,69080000000,97660000000,1.2215E+11,2.1115E+11,3.12449E+11,3.49125E+11,1.72496E+11,1.11055E+11,1.17106E+11,2.13641E+11,1.42344E+11,2.98463E+11,3.46613E+11,3.41092E+11,1.61083E+11,2.64039E+11,2.63497E+11,2.50345E+11,2.88131E+11,2.51856E+11,5.11434E+11,4.74388E+11,3.80823E+11,2.14315E+11
Uzbekistan,,,9000000,48000000,73000000,-24000000,90000000,166800000,139599999.9,121200000,74700000,82799999.9,65299999.9,82599999.9,176599999.9,191599999.9,173800000,705200000,711299999.9,842000000,1662748216,1615052150,744244552.2,691576226,808675996.6,1041199291,1662586807,1797341436,624686535.5
St. Vincent and the Grenadines,7666666.667,8896296.296,13900000,31400000,46914814.81,30640740.74,42644444.44,92470370.37,88951851.85,56796296.3,37744444.44,21040370.37,34048225.93,55164448.15,65686166.67,40087314.81,109112344.4,119406900,159243360,110221666.3,97218108.89,85623860.37,115402246.3,126735013,124422677.8,123879208,80243922.74,163275187.6,41585789.01
"Venezuela, RB",451000000,1916000000,629000000,372000000,801000000,996000000,2183000000,6202000000,5024000000,2932000000,4703000000,3704000000,761000000,1573000000,1489000000,2450000000,198000000,4358000000,2083000000,-1137000000,1583000000,5855000000,4986000000,2145000000,1135000000,2956000000,1587000000,-68000000,886000000
British Virgin Islands,18350000,4860000,-131220000,675980000,677509999.9,-576710000,1109550000,3636650000,8777518710,7915398866,8073327000,3791260000,5451882000,9660121000,28309656000,-7142639000,12029088000,37163179000,52554448000,42212878000,42386824910,50788161140,61121510450,1.04805E+11,40462007210,66712741570,49022945940,39609971330,34389709120
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,180000000,375190278,473945856,926303714.9,1944515936,1780400000,2395000000,2220000000,1671000000,1412000000,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000,8368000000,8900000000,9200000000,11800000000,12600000000,14100000000,15500000000
Vanuatu,13111196.87,25474518.48,26452893.62,25967921.31,29786175.56,31044914.67,32732115.61,30233300.36,20383379.42,13403366.62,20256089.64,18004322.08,14162544.81,18010732.39,19840843.5,13251642.41,43447011.63,34155234.68,37694497.49,32140846.43,63109398.82,61117730.9,60388540.21,59379212.8,13266163.52,31021245.77,49027744.93,38222690.16,37583468.42
World,2.39415E+11,1.74938E+11,1.8626E+11,2.33728E+11,2.78765E+11,3.61955E+11,4.17896E+11,5.34152E+11,7.95658E+11,1.20349E+12,1.56911E+12,8.955E+11,7.55583E+11,7.37265E+11,1.01042E+12,1.56348E+12,2.20399E+12,3.13386E+12,2.47553E+12,1.44738E+12,1.92768E+12,2.37333E+12,2.08207E+12,2.16975E+12,1.93281E+12,2.72242E+12,2.73643E+12,2.20426E+12,9.31693E+11
Samoa,6599999.9,3189999.9,5000000,5000000,3000000,3439999.9,1159999.9,19989999.9,3000000,-718517.166,-1206806.284,1414589.798,1599402.89,2724300.729,2480936.284,3763664.371,21927671.89,6821727.439,45899093.79,9868116.508,336435.0688,15191487.57,20871549.72,13791695.17,22849692.3,26867532.32,2520673.511,9215371.787,16713450.86
Kosovo,,,,,,,,,,,,,,,53385314.26,133876754.5,370137201.3,604021946.4,538963527.4,403147913.1,490048756.1,535326481.8,293089797.1,371492237.3,199888379.1,343350610.6,243787145.2,286835212.1,318542991.6
"Yemen, Rep.",-130900000,282500000,718000000,903000000,15800000,-217699999.9,-60100000,-138500000,-219400000,-307600000,6399510,155140999.9,114302000,-89106999.9,143578000,-302056736.8,1120970000,917300000,1554630000,129200000,188641795.8,-517842928.5,-14239188.36,-133570895.6,-233104668.6,-15444808.35,-561000000,-269850000,-282098333.3
South Africa,-75722412.12,254133621.7,3358018.174,11290546.02,374410441.1,1248424933,816389273.8,3810543923,550338596,1503332454,968831356,7270344986,1479804589,783136092.3,701422007.6,6522098178,623291744.3,6586792253,9885001293,7624489974,3693271715,4139289123,4626029122,8232518816,5791659020,1521139945,2215307020,2058579911,5569462350
Zambia,202700000,34300000,45000000,314399999.9,40000000,107000000,127100000,207400000,198000000,162000000,121700000,145000000,298390000,347000000,364040000,356940000,615790000,1323900000,938620000,694800000,1729300000,1108500000,1731500000,2099800000,1507800000,1582666667,662813935.4,1107519805,408438491.7
Zimbabwe,-12205847.82,2790485.896,14949899.55,27955135.35,34648879.65,117700000,80900000,135099999.9,444300000,59000000,23199999.9,3799999.9,25899999.9,3799999.9,8699999.9,102800000,40000000,68900000,51600000,105000000,122586666.7,344300000,349850000,373050000,472800000,399200000,343013813.4,307187738.8,717865322.2